gene	label
CD226	False
CD24	
CD244	False
CD247	
CD27	False
CD274	True
CD276	True
CD28	True
CD2AP	
CD2BP2	
CD300A	False
CD300C	False
CD302	False
CD320	False
CD33	False
CD34	False
CD36	
CD37	False
CD38	
CD3D	
CD3E	
CD3G	
CD4	
CD40	
CD40LG	
CD44	
CD46	
CD47	False
CD48	
CD5	False
CD53	
CD55	
CD58	True
CD59	
CD6	
CD63	
CD68	False
CD69	
CD7	False
CD70	
CD72	False
CD74	True
CD79A	True
CD79B	True
CD80	
CD81	
CD82	
CD83	
CD84	False
CD86	
CD8A	
CD8B	
CD9	
CD93	False
CD99	False
CD99L2	False
CDA	
CDAN1	
CDC123	False
CDC14A	False
CDC14B	False
CDC16	False
CDC20	
CDC23	
CDC25A	
CDC25B	
CDC25C	
CDC26	False
CDC27	
CDC34	
CDC37	
CDC40	False
CDC42	True
CDC42BPA	False
CDC42BPB	
CDC42BPG	
CDC42EP1	
CDC42EP2	False
CDC42EP3	False
CDC42EP4	False
CDC42EP5	False
CDC42SE1	False
CDC42SE2	False
CDC45	
CDC5L	
CDC6	
CDC7	
CDC73	True
CDCA2	False
CDCA3	False
CDCA4	False
CDCA5	
CDCA7	False
CDCA7L	False
CDCA8	False
CDH1	True
CDH10	True
CDH11	True
CDH15	
CDH17	True
CDH18	
CDH2	
CDH23	
CDH24	
CDH3	
CDH4	False
CDH5	False
CDH6	
CDH7	False
CDH8	
CDH9	
CDHR1	
CDHR2	
CDIN1	False
CDIP1	False
CDIPT	False
CDK1	
CDK10	False
CDK11A	
CDK11B	
CDK12	True
CDK13	
CDK14	
CDK15	False
CDK16	
CDK17	False
CDK18	
CDK19	False
CDK2	
CDK20	
CDK2AP1	
CDK2AP2	False
CDK3	False
CDK4	True
CDK5	
CDK5R1	
CDK5R2	False
CDK5RAP1	False
CDK5RAP2	False
CDK5RAP3	False
CDK6	True
CDK7	
CDK8	True
CDK9	
CDKAL1	
CDKL3	False
CDKL4	False
CDKL5	
CDKN1A	True
CDKN1B	True
CDKN1C	
CDKN2A	True
CDKN2A-DT	False
CDKN2AIPNL	False
CDKN2B	True
CDKN2C	True
CDKN2D	
CDKN3	
CDNF	False
CDO1	False
CDON	
CDR2	False
CDS1	False
CDS2	False
CDSN	
CDT1	
CDX2	True
CDYL	
CEACAM1	
CEACAM16	False
CEACAM21	
CEACAM5	
CEACAM8	False
CEBPA	True
CEBPB	
CEBPD	False
CEBPE	
CEBPG	False
CEBPZ	
CECR2	False
CEL	
CELA1	
CELF1	
CELF2	
CELF3	False
CELF4	
CELF5	False
CELF6	False
CELSR1	False
CELSR2	False
CELSR3	False
CEMIP	
CEMIP2	False
CENATAC	False
CEND1	False
CENPA	
CENPB	False
CENPBD1P	False
CENPC	
CENPE	False
CENPF	
CENPH	False
CENPI	False
CENPJ	
CENPK	False
CENPL	False
CENPM	False
CENPN	False
CENPO	False
CENPP	False
CENPQ	False
CENPS	False
CENPT	False
CENPU	False
CENPV	False
CENPW	
CENPX	False
CEP104	False
CEP126	False
CEP131	False
CEP135	False
CEP152	
CEP162	False
CEP164	False
CEP170	
CEP170B	False
CEP170P1	False
CEP19	
CEP192	
CEP20	False
CEP250	False
CEP290	
CEP295	False
CEP350	False
CEP43	True
CEP44	False
CEP55	False
CEP57	
CEP57L1	False
CEP63	False
CEP68	False
CEP70	False
CEP72	
CEP76	
CEP78	False
CEP85	False
CEP85L	False
CEP89	
CEP95	False
CEP97	False
CEPT1	False
CERCAM	False
CERK	
CERS1	False
CERS2	False
CERT1	False
CES1	False
CES3	False
CES5A	False
CETN1	False
CETN2	False
CETN3	
CETP	
CFAP157	False
CFAP20	
CFAP206	False
CFAP251	False
CFAP276	
CFAP36	False
CFAP410	False
CFAP418	False
CFAP45	
CFAP53	False
CFAP57	False
CFAP58	False
CFAP61	False
CFAP70	
CFAP74	
CFAP77	False
CFAP91	False
CFAP95	False
CFB	
CFD	
CFDP1	False
CFH	
CFHR1	False
CFHR3	False
CFHR4	False
CFHR5	
CFI	
CFL1	False
CFL1P1	False
CFL2	
CFLAR	
CFP	
CFTR	
CGA	False
CGAS	False
CGB1	False
CGB2	
CGB3	False
CGGBP1	False
CGN	False
CGNL1	
CGREF1	False
CGRRF1	False
CHAC1	False
CHAF1A	False
CHAF1B	
CHAMP1	False
CHAT	
CHCHD1	False
CHCHD2	False
CHCHD3	False
CHCHD4	False
CHCHD5	False
CHCHD6	False
CHCHD7	True
CHD1	
CHD1L	False
CHD2	True
CHD3	
CHD4	True
CHD6	
CHD7	
CHD8	
CHD9	
CHDH	
CHEK1	True
CHEK2	True
CHERP	False
CHFR	
CHGA	
CHGB	False
CHI3L1	False
CHI3L2	False
CHIA	False
CHIC2	
CHIT1	False
CHKA	
CHM	
CHML	False
CHMP1A	False
CHMP1B	False
CHMP2A	False
CHMP2B	
CHMP3	False
CHMP4A	False
CHMP4B	False
CHMP4C	False
CHMP5	False
CHMP6	False
CHMP7	False
CHN1	
CHN2	False
CHORDC1	False
CHP1	False
CHP2	False
CHPF	False
CHPF2	
CHPT1	
CHRAC1	False
CHRD	False
CHRDL2	False
CHRM2	False
CHRM3	False
CHRM4	False
CHRNA1	
CHRNA4	
CHRNA5	False
CHRNA7	False
CHRNB2	
CHRND	
CHRNE	
CHRNG	False
CHST1	
CHST11	True
CHST12	False
CHST13	False
CHST15	False
CHST4	False
CHST8	False
CHTF18	
CHTF8	
CHTOP	False
CHUK	
CHURC1	False
CIAO1	False
CIAO2A	
CIAO2B	False
CIAO3	False
CIAPIN1	False
CIART	False
CIB1	False
CIB2	False
CIBAR1P2	False
CIC	True
CIDEA	False
CIDEB	False
CIDEC	False
CIDECP1	False
CIITA	True
CILK1	
CILP	
CINP	False
CIP2A	
CIPC	
CIR1	False
CIRBP	
CIRBP-AS1	False
CISD1	False
CISD2	
CISD3	False
CISH	False
CIT	False
CITED1	False
CITED2	
CITED4	
CIZ1	
CKAP2L	False
CKAP4	False
CKAP5	False
CKB	False
CKLF	False
CKM	False
CKMT1A	False
CKMT1B	False
CKMT2	False
CKS1B	
CKS1BP7	
CKS2	
CLASP1	
CLASP2	
CLASRP	False
CLCA1	False
CLCC1	False
CLCF1	False
CLCN3	False
CLCN6	False
CLCN7	
CLDN1	
CLDN11	
CLDN12	
CLDN14	
CLDN16	
CLDN2	
CLDN3	
CLDN4	
CLDN5	
CLDN6	
CLDN7	
CLDN8	
CLDN9	
CLDND1	False
CLDND2	False
CLEC16A	False
CLEC17A	False
CLEC1B	
CLEC2D	False
CLEC2L	False
CLEC3B	False
CLEC4C	False
CLEC4M	False
CLEC9A	False
CLECL1	False
CLGN	False
CLHC1	False
CLIC1	
CLIC2	False
CLIC3	False
CLIC4	
CLIC5	
CLIC6	False
CLINT1	False
CLIP1	True
CLIP2	
CLIP4	False
CLK1	False
CLK2	False
CLK3	
CLK4	
CLMN	False
CLN3	
CLN5	
CLN6	
CLNK	False
CLNS1A	False
CLOCK	False
CLP1	
CLPB	False
CLPP	False
CLPTM1	False
CLPTM1L	False
CLPX	False
CLSPN	
CLSTN1	False
CLSTN2	
CLSTN3	False
CLTA	False
CLTB	False
CLTC	True
CLTCL1	True
CLU	
CLUAP1	
CLUL1	False
CLVS1	False
CLYBL	False
CMAS	False
CMBL	False
CMC2	False
CMIP	False
CMPK1	False
CMPK2	False
CMSS1	False
CMTM2	False
CMTR1	
CMTR2	True
CMYA5	False
CNBP	True
CNDP1	False
CNDP2	
CNEP1R1	False
CNGA1	
CNGA3	
CNGB1	
CNIH4	False
CNKSR1	
CNKSR2	False
CNN1	False
CNN2	False
CNN3	False
CNNM1	False
CNNM2	False
CNNM3	False
CNNM4	
CNOT1	
CNOT10	False
CNOT11	False
CNOT2	False
CNOT3	True
CNOT4	False
CNOT6	False
CNOT6L	False
CNOT7	False
CNOT8	False
CNOT9	
CNP	False
CNPPD1	False
CNPY1	False
CNPY2	False
CNPY3	False
CNPY4	False
CNR1	False
CNRIP1	False
CNST	False
CNTF	False
CNTFR	False
CNTLN	
CNTN1	
CNTN2	False
CNTNAP1	
CNTNAP2	
CNTNAP3	
CNTNAP4	False
CNTNAP5	
CNTRL	True
CNTROB	False
COA4	False
COA5	
COA6	False
COA8	False
COASY	False
COBL	False
COBLL1	False
COCH	False
COG1	
COG2	False
COG3	False
COG4	
COG5	
COG6	
COG7	
COG8	
COIL	
COL10A1	
COL11A2	
COL12A1	
COL13A1	False
COL14A1	
COL16A1	
COL17A1	
COL18A1	
COL1A1	True
COL1A2	
COL20A1	False
COL23A1	False
COL25A1	
COL2A1	True
COL3A1	
COL4A1	
COL4A2	
COL4A3	
COL5A1	
COL6A1	
COL6A2	
COL6A4P1	False
COL7A1	
COL8A1	False
COL8A2	
COL9A1	
COL9A2	
COL9A3	
COLQ	
COMMD1	False
COMMD2	False
COMMD3	False
COMMD4	False
COMMD7	False
COMMD8	False
COMMD9	False
COMP	
COMT	False
COMTD1	False
COP	False
COP1	True
COPA	False
COPB1	False
COPB2	
COPE	False
COPG1	False
COPG2	False
COPRS	False
COPS2	
COPS3	False
COPS4	False
COPS5	False
COPS6	False
COPS7A	False
COPS7B	False
COPS8	False
COPS9	False
COPZ1	False
COPZ2	False
COQ10B	
COQ2	False
COQ3	False
COQ4	False
COQ5	False
COQ6	False
COQ7	False
COQ8A	
COQ8B	False
COQ9	False
CORD1	False
CORO1A	
CORO1C	
CORO2A	
CORO2B	
CORO7	False
CORT	False
COTL1	
COTL1P1	False
COX10	
COX11	False
COX14	False
COX15	
COX16	False
COX17	False
COX18	False
COX19	
COX20	False
COX4I1	False
COX4I2	
COX5A	False
COX5B	False
COX6A1	False
COX6B1	
COX6B2	False
COX6C	
COX7A2	False
COX7A2L	False
COX7B	False
COX7C	
COX8A	False
CP	False
CPA4	False
CPAMD8	False
CPB2	False
CPE	False
CPEB1	
CPEB2	
CPEB4	
CPED1	False
CPLANE1	False
CPLANE2	False
CPLX1	False
CPLX2	
CPLX3	False
CPN1	False
CPNE1	
CPNE2	False
CPNE3	False
CPNE4	False
CPNE6	False
CPNE7	False
CPNE9	False
CPOX	
CPPED1	False
CPQ	
CPS1	
CPSF1	False
CPSF2	False
CPSF3	False
CPSF4	False
CPSF4L	False
CPSF6	False
CPSF7	False
CPT1A	False
CPT1B	False
CPT1C	False
CPT2	False
CPTP	False
CPVL	False
CR1	
CR1L	
CR2	
CRABP2	
CRACR2A	False
CRADD	
CRB1	
CRB2	
CRBN	True
CRCP	False
CRCT1	False
CREB1	True
CREB3	
CREB3L1	True
CREB3L2	True
CREB3L3	
CREB3L4	
CREB5	
CREBBP	True
CREBRF	False
CREBZF	
CREG1	
CRELD1	
CRELD2	
CREM	False
CRH	False
CRHBP	False
CRHR1	False
CRHR2	False
CRIM1	False
CRIP1	False
CRIP2	
CRIPAK	False
CRIPT	False
CRISP3	False
CRK	
CRKL	True
CRLF1	False
CRLF2	True
CRLF3	False
CRLS1	False
CRMP1	False
CROCCP2	False
CRP	
CRSP5	False
CRTAP	
CRTC1	True
CRTC2	
CRTC3	True
CRX	
CRY1	False
CRY2	False
CRYAA	
CRYAB	
CRYBA2	False
CRYBB1	False
CRYBB2	False
CRYBB2P1	False
CRYBB3	False
CRYGC	
CRYM	False
CRYM-AS1	False
CRYZ	False
CRYZL1	False
CS	
CSAD	False
CSAG2	False
CSDC2	False
CSDE1	
CSE1L	
CSF1	
CSF1R	True
CSF2	
CSF2RA	
CSF2RB	
CSF3	False
CSF3R	True
CSGALNACT1	False
CSH2	False
CSHL1	False
CSK	False
CSKMT	False
CSMD1	False
CSMD3	
CSN1S1	False
CSN2	False
CSN3	False
CSNK1A1	
CSNK1A1L	
CSNK1D	
CSNK1E	
CSNK1G1	False
CSNK1G2	False
CSNK1G3	False
CSNK2A1	
CSNK2A2	
CSNK2B	
CSPG4	
CSPG5	False
CSPP1	False
CSRNP1	False
CSRNP2	False
CSRP1	False
CSRP2	False
CSRP3	
CST3	
CST5	False
CST6	
CST9	False
CSTA	
CSTB	
CSTF1	False
CSTF2	False
CSTF2T	False
CSTF3	False
CT45A1	False
CT62	False
CTBP1	
CTBP1-DT	False
CTBP2	
CTBS	False
CTCF	True
CTCFL	
CTD	False
CTDNEP1	
CTDP1	
CTDSP1	
CTDSP2	False
CTDSPL	
CTDSPL2	False
CTF1	False
CTH	False
CTIF	
CTLA4	True
CTNNA1	
CTNNA3	
CTNNAL1	False
CTNNB1	True
CTNNBIP1	
CTNNBL1	False
CTNND1	True
CTNND2	True
CTNS	
CTPS1	False
CTPS2	False
CTR9	True
CTSA	
CTSB	
CTSC	
CTSD	
CTSE	False
CTSF	False
CTSG	False
CTSH	
CTSK	
CTSL	
CTSS	
CTSW	False
CTSZ	False
CTTN	
CTTNBP2	False
CTTNBP2NL	False
CTU1	False
CTU2	
CTXN1	False
CTXN2	False
CUBN	
CUEDC1	
CUEDC2	False
CUL1	
CUL2	
CUL3	True
CUL4A	
CUL4B	
CUL5	
CUL7	
CUL9	
CUTA	False
CUTC	False
CUX1	True
CUZD1	False
CWC15	False
CWC22	
CWC25	False
CWC27	False
CWF19L1	False
CX3CL1	
CX3CR1	
CXADR	
CXCL1	
CXCL10	
CXCL11	False
CXCL12	
CXCL13	False
CXCL17	
CXCL2	
CXCL5	
CXCL6	False
CXCL8	
CXCL9	False
CXCR1	
CXCR2	
CXCR3	
CXCR4	True
CXXC1	False
CXXC5	
CXorf38	False
CXorf58	False
CYB561	False
CYB561D1	False
CYB561D2	False
CYB5A	
CYB5B	False
CYB5D1	False
CYB5R1	False
CYB5R2	False
CYB5R3	
CYB5R4	
CYB5RL	False
CYBA	False
CYBC1	False
CYC1	False
CYCS	
CYFIP1	
CYFIP2	False
CYHR1	False
CYLC2	False
CYLD	True
CYP11A1	False
CYP11B2	
CYP17A1	
CYP19A1	True
CYP1A1	
CYP1A2	False
CYP1B1	
CYP21A2	
CYP24A1	
CYP26A1	False
CYP26C1	False
CYP27A1	
CYP2A13	False
CYP2A6	
CYP2A7	
CYP2B6	False
CYP2B7P	False
CYP2C18	
CYP2C19	False
CYP2C8	True
CYP2C9	
CYP2E1	
CYP2F1	False
CYP2J2	False
CYP2S1	False
CYP3A4	False
CYP3A43	False
CYP3A5	False
CYP3A7	False
CYP4A11	
CYP4A22	False
CYP4F2	False
CYP4F3	False
CYP4F8	False
CYP4V2	False
CYP51A1	False
CYP7A1	
CYREN	False
CYRIB	False
CYSRT1	False
CYTH1	False
CYTH2	False
CYTH3	False
CYTH4	False
CYTIP	False
DAAM1	
DAB1	
DAB2	
DAB2IP	
DACH1	
DACH2	
DACT1	False
DACT3	False
DAD1	False
DAG1	
DAGLA	
DAGLB	False
DALRD3	False
DAND5	False
DAO	
DAP	
DAP3	False
DAPK1	
DAPK2	
DAPK3	
DAPP1	False
DARS1	False
DARS2	False
DAW1	False
DAXX	True
DAZ1	
DAZ4	
DAZAP1	
DAZAP2	False
DAZL	False
DBF4	False
DBF4B	False
DBH	False
DBI	
DBIL5P	False
DBN1	
DBNDD1	False
DBNDD2	False
DBNL	False
DBP	False
DBR1	
DBT	
DBX1	False
DCAF1	
DCAF10	False
DCAF11	False
DCAF12	False
DCAF13	False
DCAF15	
DCAF16	False
DCAF17	False
DCAF4	False
DCAF5	False
DCAF6	False
DCAF7	False
DCAF8	False
DCAKD	False
DCBLD2	False
DCC	True
DCD	False
DCDC1	False
DCDC2	
DCHS1	
DCK	
DCLK1	
DCLK2	False
DCLRE1A	
DCLRE1B	False
DCLRE1C	
DCN	
DCP1A	False
DCP1B	False
DCP2	False
DCPS	False
DCT	False
DCTD	
DCTN1	True
DCTN2	False
DCTN4	False
DCTN5	False
DCTN6	False
DCTPP1	False
DCUN1D1	True
DCUN1D3	False
DCUN1D4	False
DCUN1D5	False
DCX	
DCXR	False
DDA1	False
DDAH1	False
DDAH2	False
DDB1	False
DDB2	True
DDC	
DDHD1	False
DDI1	False
DDI2	False
DDIAS	False
DDIT3	True
DDIT4	
DDIT4L	False
DDO	False
DDOST	False
DDR1	
DDR2	True
DDRGK1	False
DDT	False
DDX1	
DDX10	True
DDX11	False
DDX11L2	False
DDX12P	False
DDX17	
DDX18	
DDX19A	False
DDX19B	False
DDX20	
DDX21	False
DDX23	
DDX24	False
DDX25	
DDX27	
DDX28	False
DDX31	False
DDX39A	False
DDX39B	False
DDX3X	True
DDX3Y	
DDX4	True
DDX41	True
DDX42	False
DDX43	
DDX46	False
DDX47	False
DDX49	False
DDX5	True
DDX50	
DDX51	
DDX52	False
DDX53	False
DDX54	
DDX55	
DDX56	False
DDX58	
DDX59	False
DDX6	True
DDX60	False
DDX60L	
DEAF1	False
DECR1	False
DEDD	False
DEDD2	False
DEF6	False
DEF8	False
DEFB1	
DEFB132	False
DEFB136	False
DEGS1	False
DEGS2	False
DEK	True
DELE1	False
DENND1A	False
DENND2B	
DENND2D	False
DENND3	False
DENND4A	False
DENND4B	
DENND5A	False
DENND6A	False
DENR	
DEPDC1	False
DEPDC1B	False
DEPDC4	
DEPDC5	
DEPDC7	False
DEPP1	False
DEPTOR	False
DERA	False
DERL1	
DERL2	False
DERL3	False
DES	
DESI2	False
DET1	False
DEUP1	False
DEXI	False
DFFA	False
DFFB	False
DGAT1	False
DGAT2	False
DGCR2	False
DGCR6	False
DGCR6L	False
DGCR8	True
DGKA	
DGKB	
DGKD	
DGKE	
DGKG	
DGKH	
DGKI	
DGKQ	
DGKZ	
DGUOK	False
DHCR24	False
DHCR7	
DHDDS	
DHDH	False
DHFR	
DHFR2	False
DHH	
DHODH	
DHPS	False
DHRS1	
DHRS12	False
DHRS13	False
DHRS2	False
DHRS3	
DHRS4	False
DHRS4-AS1	False
DHRS4L1	False
DHRS7	False
DHRS7B	False
DHRSX	False
DHX15	
DHX16	
DHX29	False
DHX30	
DHX32	False
DHX33	False
DHX34	False
DHX35	
DHX36	
DHX37	False
DHX38	False
DHX40	False
DHX57	False
DHX58	
DHX8	False
DHX9	
DIABLO	
DIAPH1	
DIAPH2	
DIAPH3	False
DICER1	True
DIDO1	False
DIMT1	False
DIO2	
DIO3	False
DIP2A	False
DIP2B	False
DIP2C	
DIPK1A	False
DIPK1B	False
DIPK2A	False
DIRAS2	False
DIRC3	
DIS3	True
DIS3L	False
DIS3L2	
DISC1	False
DISC2	False
DISP1	
DISP2	
DISP3	
DKC1	
DKK1	
DKKL1	False
DLAT	
DLC1	
DLD	
DLEU1	
DLEU2	
DLG1	
DLG2	
DLG3	
DLG4	False
DLG5	False
DLGAP1	
DLGAP1-AS1	False
DLGAP2	False
DLGAP3	False
DLGAP4	False
DLGAP5	
DLK1	
DLK2	False
DLL1	
DLL3	
DLL4	
DLST	
DLX1	False
DLX2	
DLX3	
DLX4	
DLX5	
DLX6	
DMAC2	False
DMAP1	False
DMBT1	
DMC1	False
DMD	
DMGDH	False
DMKN	False
DMPK	
DMRT1	False
DMRT2	False
DMRT3	False
DMRTA2	False
DMRTB1	False
DMRTC2	False
DMTF1	
DMTN	False
DMWD	False
DMXL1	
DMXL2	
DNA2	False
DNAAF1	
DNAAF10	False
DNAAF3	False
DNAAF4	
DNAAF5	
DNAAF8	False
DNAH1	
DNAH14	
DNAH7	
DNAH9	
DNAI2	
DNAJA1	False
DNAJA2	False
DNAJA3	
DNAJA4	False
DNAJB1	True
DNAJB11	False
DNAJB12	False
DNAJB2	
DNAJB3	False
DNAJB4	False
DNAJB5	False
DNAJB6	False
DNAJB7	False
DNAJB8	False
DNAJB9	
DNAJC1	False
DNAJC10	False
DNAJC11	False
DNAJC12	False
DNAJC13	False
DNAJC14	False
DNAJC16	False
DNAJC17	False
DNAJC18	False
DNAJC19	
DNAJC2	False
DNAJC21	False
DNAJC22	False
DNAJC24	
DNAJC27	False
DNAJC28	
DNAJC3	False
DNAJC30	False
DNAJC4	False
DNAJC5	
DNAJC5B	False
DNAJC6	
DNAJC7	False
DNAJC8	False
DNAJC9	
DNAL4	
DNALI1	False
DNASE1	
DNASE1L3	
DNASE2	False
DNER	
DNHD1	False
DNLZ	False
DNM1	False
DNM1L	False
DNM2	True
DNM3	False
DNMBP	
DNMT1	True
DNMT3A	True
DNMT3B	True
DNMT3L	False
DNPEP	False
DNPH1	False
DNTT	False
DNTTIP1	False
DNTTIP2	False
DOC2A	False
DOC2GP	False
DOCK1	
DOCK10	False
DOCK2	
DOCK4	
DOCK5	False
DOCK6	False
DOCK7	False
DOCK8	
DOCK9	False
DOHH	False
DOK1	False
DOK2	False
DOK3	False
DOK4	False
DOK5	False
DOK6	
DOK7	
DOLK	
DOLPP1	False
DONSON	False
DOP1A	False
DOT1L	True
DPAGT1	
DPCD	False
DPEP1	False
DPEP3	False
DPF1	False
DPF2	False
DPF3	False
DPH1	
DPH2	False
DPH3	
DPH6	False
DPH7	False
DPM1	
DPM2	False
DPM3	False
DPP10	
DPP3	False
DPP4	
DPP7	
DPP8	False
DPP9	False
DPPA2	False
DPPA4	
DPT	
DPY19L1	False
DPY19L3	
DPY30	False
DPYD	
DPYS	
DPYSL2	False
DPYSL3	False
DPYSL4	False
DR1	False
DRAM1	
DRAP1	False
DRC3	False
DRC7	False
DRD1	False
DRD2	
DRD3	
DRD4	False
DRD5	
DRG1	False
DRG2	False
DROSHA	True
DRP2	False
DSC1	
DSC2	
DSC3	
DSCC1	
DSE	
DSEL	
DSG1	
DSG2	
DSG3	False
DSN1	False
DSP	
DST	
DSTN	False
DSTYK	False
DTD2	False
DTHD1	
DTL	
DTNA	
DTNB	False
DTNBP1	
DTWD1	False
DTWD2	
DTX1	True
DTX2	
DTX3	
DTX3L	False
DTX4	
DTYMK	False
DUOX2	
DUOXA2	
DUS1L	False
DUS2	False
DUS3L	False
DUS4L	False
DUSP1	
DUSP10	
DUSP11	False
DUSP12	False
DUSP13	False
DUSP14	False
DUSP16	
DUSP19	False
DUSP2	
DUSP21	False
DUSP22	True
DUSP23	False
DUSP26	
DUSP3	False
DUSP4	True
DUSP5	False
DUSP6	
DUSP7	
DUSP8	False
DUSP9	
DUT	False
DVL1	
DVL1P1	False
DVL2	
DVL3	
DXO	False
DYDC1	False
DYDC2	False
DYM	
DYNC1H1	
DYNC1I1	
DYNC1I2	False
DYNC1LI1	False
DYNC1LI2	False
DYNC2H1	
DYNC2I1	False
DYNC2I2	False
DYNC2LI1	False
DYNLL1	
DYNLL2	False
DYNLRB1	False
DYNLRB2	False
DYNLT1	False
DYNLT2	False
DYNLT2B	False
DYNLT3	False
DYNLT4	False
DYRK1A	
DYRK1B	
DYRK2	False
DYRK3	False
DYRK4	False
DYSF	
DZANK1	False
DZIP3	False
E2F1	
E2F2	
E2F3	True
E2F4	
E2F5	False
E2F6	
E2F7	
E2F8	False
E4F1	False
EAF1	False
EAF2	
EAPP	False
EARS2	False
EBAG9	
EBF1	True
EBF2	False
EBF3	False
EBF4	False
EBI3	False
EBLN2	False
EBNA1BP2	False
EBP	
EBPL	False
ECD	False
ECE1	False
ECE2	False
ECH1	False
ECHS1	False
ECI1	False
ECI2	False
ECPAS	False
ECSIT	False
ECT2	
EDA	
EDA2R	False
EDAR	
EDARADD	
EDC3	False
EDC4	
EDEM1	
EDEM2	False
EDEM3	False
EDF1	False
EDN1	
EDNRA	
EDNRB	
EDRF1	
EEA1	False
EED	True
EEF1A1	
EEF1A1P5	False
EEF1A2	
EEF1AKMT1	False
EEF1AKMT2	False
EEF1AKMT3	False
EEF1B2	False
EEF1D	
EEF1DP3	False
EEF1G	False
EEF2	
EEF2K	
EEF2KMT	False
EEFSEC	False
EFCAB10	False
EFCAB11	False
EFCAB13	False
EFCAB2	False
EFCAB5	False
EFCAB6	False
EFCAB7	False
EFEMP1	
EFEMP2	
EFHC1	
EFHD1	
EFHD2	
EFL1	False
EFNA1	
EFNA2	
EFNA3	
EFNA4	
EFNA5	
EFNB1	False
EFNB2	False
EFNB3	False
EFS	False
EFTUD2	
EGF	
EGFL6	
EGFL7	True
EGFLAM	False
EGFR	True
EGLN1	
EGLN2	
EGLN3	
EGOT	False
EGR1	True
EGR2	
EGR3	
EGR4	False
EHBP1	
EHD1	False
EHD2	False
EHD3	False
EHD4	False
EHF	
EHHADH	False
EHMT1	
EHMT2	
EI24	
EID1	False
EID2	False
EID2B	False
EID3	False
EIF1	False
EIF1AD	False
EIF1AX	True
EIF1B	
EIF2A	False
EIF2AK1	
EIF2AK2	
EIF2AK3	
EIF2AK4	
EIF2B1	
EIF2B2	
EIF2B3	
EIF2B4	
EIF2B5	
EIF2S1	False
EIF2S2	
EIF2S3	False
EIF3A	
EIF3B	False
EIF3C	
EIF3D	False
EIF3E	True
EIF3F	
EIF3FP3	False
EIF3G	
EIF3H	False
EIF3I	
EIF3J	False
EIF3K	False
EIF3L	False
EIF3M	False
EIF4A1	
EIF4A2	True
EIF4A3	False
EIF4B	
EIF4E	True
EIF4E2	False
EIF4E3	False
EIF4EBP1	
EIF4EBP2	False
EIF4EBP3	False
EIF4ENIF1	False
EIF4G1	
EIF4G2	False
EIF4G3	False
EIF4H	False
EIF5	False
EIF5A	
EIF5A2	
EIF5B	False
EIF6	False
EIPR1	False
ELAC2	
ELANE	
ELAPOR1	False
ELAPOR2	False
ELAVL1	
ELAVL2	
ELAVL3	
ELAVL4	
ELF1	
ELF2	False
ELF3	True
ELF4	True
ELF5	
ELK1	
ELK3	
ELK4	True
ELL	True
ELL2	False
ELL3	False
ELMO1	
ELMO2	False
ELMO3	
ELMOD1	False
ELMOD2	False
ELMOD3	False
ELN	
ELOA	False
ELOA2	False
ELOA3P	False
ELOB	
ELOC	
ELOF1	
ELOVL1	False
ELOVL2	False
ELOVL3	
ELOVL6	False
ELP1	
ELP2	
ELP3	False
ELP4	False
ELP5	False
ELP6	False
ELSPBP1	False
EMC1	False
EMC10	False
EMC2	False
EMC3	False
EMC4	False
EMC6	False
EMC7	False
EMC8	False
EMC9	False
EMCN	False
EMD	
EME1	False
EME2	False
EMG1	
EMID1	False
EMILIN1	False
EMILIN2	False
EMILIN3	False
EML1	False
EML2	False
EML3	False
EML4	True
EMP1	
EMP2	False
EMP3	
EMSY	
EMX1	False
EMX2	
EMX2OS	False
EN1	
EN2	
ENAH	
ENC1	
ENDOD1	False
ENDOG	False
ENG	
ENKD1	False
ENKUR	False
ENO1	
ENO2	False
ENO3	False
ENOPH1	False
ENOSF1	False
ENOX1	False
ENOX2	
ENPP1	
ENPP2	
ENPP3	False
ENPP6	False
ENPP7	
ENSA	False
ENTPD1	False
ENTPD2	False
ENTPD3	False
ENTPD4	False
ENTPD5	False
ENTPD6	
ENTPD7	False
ENTPD8	False
ENTR1	False
ENY2	False
EOLA2	False
EOMES	
EP300	True
EP400	True
EPAS1	True
EPB41	
EPB41L1	
EPB41L2	False
EPB41L3	
EPB41L4A-AS1	False
EPB41L4B	False
EPB41L5	False
EPB42	
EPC1	
EPC2	False
EPCAM	True
EPG5	
EPHA1	
EPHA10	False
EPHA2	
EPHA3	True
EPHA4	
EPHA5	
EPHA7	True
EPHA8	False
EPHB1	True
EPHB2	
EPHB3	
EPHB4	
EPHB6	
EPHX1	False
EPHX2	False
EPM2A	
EPM2AIP1	False
EPN1	False
EPN2	False
EPO	
EPOP	False
EPOR	True
EPPK1	
EPR1	False
EPRS1	
EPS15	True
EPS15L1	
EPS8	
EPS8L1	
EPS8L2	False
EPS8L3	False
EPX	False
ERAL1	
ERAP1	
ERAP2	False
ERAS	
ERBB2	True
ERBB3	True
ERBB4	True
ERBIN	
ERC1	True
ERC2	
ERCC1	
ERCC2	True
ERCC3	True
ERCC4	True
ERCC5	True
ERCC6	
ERCC6L	False
ERCC6L2	
ERCC6L2-AS1	False
ERCC8	
EREG	
ERF	True
ERG	True
ERG28	False
ERGIC1	False
ERGIC2	False
ERGIC3	
ERH	False
ERI1	
